StockCode,lead_time,fence,shortfall,fill
90023,5,45,0,1.0
20725,5,45,0,1.0
22286,5,45,0,1.0
23224,5,45,0,1.0
90162D,5,45,0,1.0
85064,5,45,0,1.0
22077,5,45,0,1.0
35637C,5,45,0,1.0
23047,5,45,0,1.0
22120,5,45,0,1.0
20727,5,45,0,1.0
21578,5,45,0,1.0
23231,5,45,0,1.0
22993,5,45,0,1.0
90042C,5,45,0,1.0
77101A,5,45,0,1.0
23109,5,45,0,1.0
84970S,5,45,0,1.0
20977,5,45,0,1.0
22027,5,45,0,1.0
21756,5,45,0,1.0
22028,5,45,0,1.0
20671,5,45,0,1.0
20975,5,45,0,1.0
22297,5,45,0,1.0
21652,5,45,0,1.0
90003C,5,45,0,1.0
22902,5,45,0,1.0
22846,5,45,0,1.0
44234,5,45,0,1.0
22554,5,45,0,1.0
20663,5,45,0,1.0
21768,5,45,0,1.0
22157,5,45,0,1.0
22107,5,45,0,1.0
90123A,5,45,0,1.0
23245,5,45,0,1.0
20762,5,45,0,1.0
23145,5,45,0,1.0
90194,5,60,0,1.0
23204,5,60,0,1.0
21930,5,60,0,1.0
84564,5,60,0,1.0
22894,5,60,0,1.0
20692,5,60,0,1.0
90035A,5,60,0,1.0
51008,5,60,0,1.0
84510F,5,60,0,1.0
23192,5,60,0,1.0
37506,5,60,0,1.0
22597,5,60,0,1.0
90182C,5,60,0,1.0
84711A,5,60,0,1.0
84874B,5,60,0,1.0
85162C,5,60,0,1.0
90014C,5,60,0,1.0
21824,5,60,0,1.0
84816,5,60,0,1.0
90064B,5,60,0,1.0
22274,5,60,0,1.0
47568,5,60,0,1.0
21651,5,60,0,1.0
35265,5,60,0,1.0
90124A,5,60,0,1.0
90065B,5,60,0,1.0
90011A,5,60,0,0.9781409388987197
90024D,5,60,0,1.0
47590B,5,60,0,1.0
22361,5,60,0,1.0
23322,5,60,0,1.0
23201,5,60,0,1.0
84906,5,60,0,1.0
84563B,5,60,0,1.0
85135C,5,60,0,1.0
21471,5,60,0,1.0
85015,5,60,0,1.0
22745,5,60,0,1.0
20894,5,60,0,1.0
90016B,5,60,0,1.0
16156L,5,60,0,1.0
79323S,5,60,0,1.0
85099B,5,60,0,1.0
22487,5,60,0,1.0
22349,5,60,0,1.0
84199,5,60,0,1.0
23240,5,60,0,1.0
23307,5,60,0,1.0
22371,5,60,0,1.0
90054,5,60,0,1.0
22070,5,60,0,1.0
21801,5,60,0,1.0
23000,5,60,0,1.0
23184,5,60,0,1.0
21115,5,60,0,1.0
21277,5,60,0,1.0
21529,5,60,0,1.0
90003E,5,60,0,1.0
84251F,5,60,0,1.0
20836,5,60,0,1.0
84595E,5,60,0,1.0
37489A,5,60,0,1.0
23147,5,60,0,1.0
21274,5,60,0,1.0
82482,5,60,0,1.0
21918,5,60,0,1.0
23077,5,60,0,1.0
21085,5,60,0,1.0
84313A,5,60,0,1.0
23133,5,60,0,1.0
47505,5,60,0,1.0
23174,5,60,0,1.0
21282,5,60,0,1.0
21931,5,60,0,1.0
22365,5,60,0,1.0
82582,5,60,0,1.0
21519,5,60,0,1.0
84884A,5,60,0,1.0
21672,5,60,0,1.0
21259,5,60,0,1.0
20724,5,60,0,1.0
90023,5,60,0,1.0
20725,5,60,0,1.0
22286,5,60,0,1.0
23224,5,60,0,1.0
90162D,5,60,0,1.0
85064,5,60,0,1.0
22077,5,60,0,1.0
35637C,5,60,0,1.0
23047,5,60,0,1.0
22120,5,60,0,1.0
20727,5,60,0,1.0
21578,5,60,0,1.0
23231,5,60,0,1.0
22993,5,60,0,1.0
90042C,5,60,0,1.0
77101A,5,60,0,1.0
23109,5,60,0,1.0
84970S,5,60,0,1.0
20977,5,60,0,1.0
22027,5,60,0,1.0
21756,5,60,0,1.0
22028,5,60,0,1.0
20671,5,60,0,1.0
20975,5,60,0,1.0
22297,5,60,0,1.0
21652,5,60,0,1.0
90003C,5,60,0,1.0
22902,5,60,0,1.0
22846,5,60,0,1.0
44234,5,60,0,1.0
22554,5,60,0,1.0
20663,5,60,0,1.0
21768,5,60,0,1.0
22157,5,60,0,1.0
22107,5,60,0,1.0
90123A,5,60,0,1.0
23245,5,60,0,1.0
20762,5,60,0,1.0
23145,5,60,0,1.0
90194,5,80,0,1.0
23204,5,80,0,1.0
21930,5,80,0,1.0
84564,5,80,0,1.0
22894,5,80,0,1.0
20692,5,80,0,1.0
90035A,5,80,0,1.0
51008,5,80,0,1.0
84510F,5,80,0,1.0
23192,5,80,0,1.0
37506,5,80,0,1.0
22597,5,80,0,1.0
90182C,5,80,0,1.0
84711A,5,80,0,1.0
84874B,5,80,0,1.0
85162C,5,80,0,1.0
90014C,5,80,0,1.0
21824,5,80,0,1.0
84816,5,80,0,1.0
90064B,5,80,0,1.0
22274,5,80,0,1.0
47568,5,80,0,1.0
21651,5,80,0,1.0
35265,5,80,0,1.0
90124A,5,80,0,1.0
90065B,5,80,0,1.0
90011A,5,80,0,0.9781409388987197
90024D,5,80,0,1.0
47590B,5,80,0,1.0
22361,5,80,0,1.0
23322,5,80,0,1.0
23201,5,80,0,1.0
84906,5,80,0,1.0
84563B,5,80,0,1.0
85135C,5,80,0,1.0
21471,5,80,0,1.0
85015,5,80,0,1.0
22745,5,80,0,1.0
20894,5,80,0,1.0
90016B,5,80,0,1.0
16156L,5,80,0,1.0
79323S,5,80,0,1.0
85099B,5,80,0,1.0
22487,5,80,0,1.0
22349,5,80,0,1.0
84199,5,80,0,1.0
23240,5,80,0,1.0
23307,5,80,0,1.0
22371,5,80,0,1.0
90054,5,80,0,1.0
22070,5,80,0,1.0
21801,5,80,0,1.0
23000,5,80,0,1.0
23184,5,80,0,1.0
21115,5,80,0,1.0
21277,5,80,0,1.0
21529,5,80,0,1.0
90003E,5,80,0,1.0
84251F,5,80,0,1.0
20836,5,80,0,1.0
84595E,5,80,0,1.0
37489A,5,80,0,1.0
23147,5,80,0,1.0
21274,5,80,0,1.0
82482,5,80,0,1.0
21918,5,80,0,1.0
23077,5,80,0,1.0
21085,5,80,0,1.0
84313A,5,80,0,1.0
23133,5,80,0,1.0
47505,5,80,0,1.0
23174,5,80,0,1.0
21282,5,80,0,1.0
21931,5,80,0,1.0
22365,5,80,0,1.0
82582,5,80,0,1.0
21519,5,80,0,1.0
84884A,5,80,0,1.0
21672,5,80,0,1.0
21259,5,80,0,1.0
20724,5,80,0,1.0
90023,5,80,0,1.0
20725,5,80,0,1.0
22286,5,80,0,1.0
23224,5,80,0,1.0
90162D,5,80,0,1.0
85064,5,80,0,1.0
22077,5,80,0,1.0
35637C,5,80,0,1.0
23047,5,80,0,1.0
22120,5,80,0,1.0
20727,5,80,0,1.0
21578,5,80,0,1.0
23231,5,80,0,1.0
22993,5,80,0,1.0
90042C,5,80,0,1.0
77101A,5,80,0,1.0
23109,5,80,0,1.0
84970S,5,80,0,1.0
20977,5,80,0,1.0
22027,5,80,0,1.0
21756,5,80,0,1.0
22028,5,80,0,1.0
20671,5,80,0,1.0
20975,5,80,0,1.0
22297,5,80,0,1.0
21652,5,80,0,1.0
90003C,5,80,0,1.0
22902,5,80,0,1.0
22846,5,80,0,1.0
44234,5,80,0,1.0
22554,5,80,0,1.0
20663,5,80,0,1.0
21768,5,80,0,1.0
22157,5,80,0,1.0
22107,5,80,0,1.0
90123A,5,80,0,1.0
23245,5,80,0,1.0
20762,5,80,0,1.0
23145,5,80,0,1.0
90194,5,100,0,1.0
23204,5,100,0,1.0
21930,5,100,0,1.0
84564,5,100,0,1.0
22894,5,100,0,1.0
20692,5,100,0,1.0
90035A,5,100,0,1.0
51008,5,100,0,1.0
84510F,5,100,0,1.0
23192,5,100,0,1.0
37506,5,100,0,1.0
22597,5,100,0,1.0
90182C,5,100,0,1.0
84711A,5,100,0,1.0
84874B,5,100,0,1.0
85162C,5,100,0,1.0
90014C,5,100,0,1.0
21824,5,100,0,1.0
84816,5,100,0,1.0
90064B,5,100,0,1.0
22274,5,100,0,1.0
47568,5,100,0,1.0
21651,5,100,0,1.0
35265,5,100,0,1.0
90124A,5,100,0,1.0
90065B,5,100,0,1.0
90011A,5,100,0,0.9781409388987197
90024D,5,100,0,1.0
47590B,5,100,0,1.0
22361,5,100,0,1.0
23322,5,100,0,1.0
23201,5,100,0,1.0
84906,5,100,0,1.0
84563B,5,100,0,1.0
85135C,5,100,0,1.0
21471,5,100,0,1.0
85015,5,100,0,1.0
22745,5,100,0,1.0
20894,5,100,0,1.0
90016B,5,100,0,1.0
16156L,5,100,0,1.0
79323S,5,100,0,1.0
85099B,5,100,0,1.0
22487,5,100,0,1.0
22349,5,100,0,1.0
84199,5,100,0,1.0
23240,5,100,0,1.0
23307,5,100,0,1.0
22371,5,100,0,1.0
90054,5,100,0,1.0
22070,5,100,0,1.0
21801,5,100,0,1.0
23000,5,100,0,1.0
23184,5,100,0,1.0
21115,5,100,0,1.0
21277,5,100,0,1.0
21529,5,100,0,1.0
90003E,5,100,0,1.0
84251F,5,100,0,1.0
20836,5,100,0,1.0
84595E,5,100,0,1.0
37489A,5,100,0,1.0
23147,5,100,0,1.0
21274,5,100,0,1.0
82482,5,100,0,1.0
21918,5,100,0,1.0
23077,5,100,0,1.0
21085,5,100,0,1.0
84313A,5,100,0,1.0
23133,5,100,0,1.0
47505,5,100,0,1.0
23174,5,100,0,1.0
21282,5,100,0,1.0
21931,5,100,0,1.0
22365,5,100,0,1.0
82582,5,100,0,1.0
21519,5,100,0,1.0
84884A,5,100,0,1.0
21672,5,100,0,1.0
21259,5,100,0,1.0
20724,5,100,0,1.0
90023,5,100,0,1.0
20725,5,100,0,1.0
22286,5,100,0,1.0
23224,5,100,0,1.0
90162D,5,100,0,1.0
85064,5,100,0,1.0
22077,5,100,0,1.0
35637C,5,100,0,1.0
23047,5,100,0,1.0
22120,5,100,0,1.0
20727,5,100,0,1.0
21578,5,100,0,1.0
23231,5,100,0,1.0
22993,5,100,0,1.0
90042C,5,100,0,1.0
77101A,5,100,0,1.0
23109,5,100,0,1.0
84970S,5,100,0,1.0
20977,5,100,0,1.0
22027,5,100,0,1.0
21756,5,100,0,1.0
22028,5,100,0,1.0
20671,5,100,0,1.0
20975,5,100,0,1.0
22297,5,100,0,1.0
21652,5,100,0,1.0
90003C,5,100,0,1.0
22902,5,100,0,1.0
22846,5,100,0,1.0
44234,5,100,0,1.0
22554,5,100,0,1.0
20663,5,100,0,1.0
21768,5,100,0,1.0
22157,5,100,0,1.0
22107,5,100,0,1.0
90123A,5,100,0,1.0
23245,5,100,0,1.0
20762,5,100,0,1.0
23145,5,100,0,1.0
90194,5,120,0,1.0
23204,5,120,0,1.0
21930,5,120,0,1.0
84564,5,120,0,1.0
22894,5,120,0,1.0
20692,5,120,0,1.0
90035A,5,120,0,1.0
51008,5,120,0,1.0
84510F,5,120,0,1.0
23192,5,120,0,1.0
37506,5,120,0,1.0
22597,5,120,0,1.0
90182C,5,120,0,1.0
84711A,5,120,0,1.0
84874B,5,120,0,1.0
85162C,5,120,0,1.0
90014C,5,120,0,1.0
21824,5,120,0,1.0
84816,5,120,0,1.0
90064B,5,120,0,1.0
22274,5,120,0,1.0
47568,5,120,0,1.0
21651,5,120,0,1.0
35265,5,120,0,1.0
90124A,5,120,0,1.0
90065B,5,120,0,1.0
90011A,5,120,0,0.9781409388987197
90024D,5,120,0,1.0
47590B,5,120,0,1.0
22361,5,120,0,1.0
23322,5,120,0,1.0
23201,5,120,0,1.0
84906,5,120,0,1.0
84563B,5,120,0,1.0
85135C,5,120,0,1.0
21471,5,120,0,1.0
85015,5,120,0,1.0
22745,5,120,0,1.0
20894,5,120,0,1.0
90016B,5,120,0,1.0
16156L,5,120,0,1.0
79323S,5,120,0,1.0
85099B,5,120,0,1.0
22487,5,120,0,1.0
22349,5,120,0,1.0
84199,5,120,0,1.0
23240,5,120,0,1.0
23307,5,120,0,1.0
22371,5,120,0,1.0
90054,5,120,0,1.0
22070,5,120,0,1.0
21801,5,120,0,1.0
23000,5,120,0,1.0
23184,5,120,0,1.0
21115,5,120,0,1.0
21277,5,120,0,1.0
21529,5,120,0,1.0
90003E,5,120,0,1.0
84251F,5,120,0,1.0
20836,5,120,0,1.0
84595E,5,120,0,1.0
37489A,5,120,0,1.0
23147,5,120,0,1.0
21274,5,120,0,1.0
82482,5,120,0,1.0
21918,5,120,0,1.0
23077,5,120,0,1.0
21085,5,120,0,1.0
84313A,5,120,0,1.0
23133,5,120,0,1.0
47505,5,120,0,1.0
23174,5,120,0,1.0
21282,5,120,0,1.0
21931,5,120,0,1.0
22365,5,120,0,1.0
82582,5,120,0,1.0
21519,5,120,0,1.0
84884A,5,120,0,1.0
21672,5,120,0,1.0
21259,5,120,0,1.0
20724,5,120,0,1.0
90023,5,120,0,1.0
20725,5,120,0,1.0
22286,5,120,0,1.0
23224,5,120,0,1.0
90162D,5,120,0,1.0
85064,5,120,0,1.0
22077,5,120,0,1.0
35637C,5,120,0,1.0
23047,5,120,0,1.0
22120,5,120,0,1.0
20727,5,120,0,1.0
21578,5,120,0,1.0
23231,5,120,0,1.0
22993,5,120,0,1.0
90042C,5,120,0,1.0
77101A,5,120,0,1.0
23109,5,120,0,1.0
84970S,5,120,0,1.0
20977,5,120,0,1.0
22027,5,120,0,1.0
21756,5,120,0,1.0
22028,5,120,0,1.0
20671,5,120,0,1.0
20975,5,120,0,1.0
22297,5,120,0,1.0
21652,5,120,0,1.0
90003C,5,120,0,1.0
22902,5,120,0,1.0
22846,5,120,0,1.0
44234,5,120,0,1.0
22554,5,120,0,1.0
20663,5,120,0,1.0
21768,5,120,0,1.0
22157,5,120,0,1.0
22107,5,120,0,1.0
90123A,5,120,0,1.0
23245,5,120,0,1.0
20762,5,120,0,1.0
23145,5,120,0,1.0
90194,15,15,0,0.7241379310344828
23204,15,15,0,0.7596412376507058
21930,15,15,0,0.7300796011899976
84564,15,15,0,1.0
22894,15,15,0,0.727420585386968
20692,15,15,0,0.7327586206896552
90035A,15,15,0,0.7696887686062246
51008,15,15,0,0.7913876150179138
84510F,15,15,0,0.04287511549577405
23192,15,15,0,0.7438242252537165
37506,15,15,0,0.782608695652174
22597,15,15,0,0.7199213836432301
90182C,15,15,0,0.5600360847992782
84711A,15,15,0,0.7453528950929422
84874B,15,15,0,0.7051282051282051
85162C,15,15,0,0.6659675236806496
90014C,15,15,0,0.6787758925783283
21824,15,15,0,0.6846659994567704
84816,15,15,0,0.7333333333333334
90064B,15,15,0,0.7
22274,15,15,0,0.7291869128603823
47568,15,15,0,0.7371282071692006
21651,15,15,0,0.6969309340017222
35265,15,15,0,0.6325501291671793
90124A,15,15,0,0.7083333333333333
90065B,15,15,0,0.7909336941813262
90011A,15,15,0,0.7473717081294889
90024D,15,15,0,0.7294993234100136
47590B,15,15,0,0.7104339796860573
22361,15,15,0,0.707681496639053
23322,15,15,0,0.719935170178282
23201,15,15,0,0.73211749757082
84906,15,15,0,0.7014925373134329
84563B,15,15,0,0.7364341085271318
85135C,15,15,0,0.7471630112943635
21471,15,15,0,0.7396849212303076
85015,15,15,0,0.7211573480235776
22745,15,15,0,0.7053568686021621
20894,15,15,0,0.7198443579766537
90016B,15,15,0,0.6857142857142857
16156L,15,15,0,0.7485135523024564
79323S,15,15,0,1.0
85099B,15,15,0,0.7267770643235327
22487,15,15,0,0.7333168664980048
22349,15,15,0,0.5118147448015122
84199,15,15,0,1.0
23240,15,15,0,0.7595083036631545
23307,15,15,0,0.7315367437776212
22371,15,15,0,0.7540707467714767
90054,15,15,0,0.6746955345060893
22070,15,15,0,0.5894409937888199
21801,15,15,0,0.6775289426095077
23000,15,15,0,0.7288152228692963
23184,15,15,0,0.7248941763716816
21115,15,15,0,0.7335606837503109
21277,15,15,0,0.7097556616539433
21529,15,15,0,0.727626459143969
90003E,15,15,0,0.8214285714285714
84251F,15,15,0,0.7469892806088037
20836,15,15,0,0.7320099555383727
84595E,15,15,0,0.6124865092887313
37489A,15,15,0,0.7391304347826086
23147,15,15,0,0.718716577540107
21274,15,15,0,0.6946564885496183
82482,15,15,0,0.7305962943553188
21918,15,15,0,0.7603994539837632
23077,15,15,0,0.7361573196772377
21085,15,15,0,0.9978605447411535
84313A,15,15,0,0.8
23133,15,15,0,0.6340340336876058
47505,15,15,0,0.722707423580786
23174,15,15,0,0.7078552163826406
21282,15,15,0,0.732373050352539
21931,15,15,0,0.7422858172194604
22365,15,15,0,0.6695035460992909
82582,15,15,0,0.7221672089404442
21519,15,15,0,0.7418768503726219
84884A,15,15,0,0.6772451046590142
21672,15,15,0,0.7397205588822355
21259,15,15,0,0.7029345372460496
20724,15,15,0,0.7413034786085566
90023,15,15,0,0.7074528989278651
20725,15,15,0,0.7425899978443631
22286,15,15,0,0.8236119734633367
23224,15,15,0,0.6558522283463701
90162D,15,15,0,0.6672627102261743
85064,15,15,0,0.5649971862689926
22077,15,15,0,0.7332091618362162
35637C,15,15,0,0.46624404306642353
23047,15,15,0,0.6809294946572721
22120,15,15,0,0.718294051627385
20727,15,15,0,0.7145662978996312
21578,15,15,0,0.6884272997032641
23231,15,15,0,0.7298143835760361
22993,15,15,0,0.7511785864394964
90042C,15,15,0,0.5872898433621168
77101A,15,15,0,0.5834109972041006
23109,15,15,0,0.7634319033735943
84970S,15,15,0,0.7178377924314334
20977,15,15,0,0.709947085612989
22027,15,15,0,0.7230070635721493
21756,15,15,0,0.7418655097613882
22028,15,15,0,0.7313272434175175
20671,15,15,0,0.7363103292737934
20975,15,15,0,0.705207312150395
22297,15,15,0,0.7309149061526807
21652,15,15,0,0.7376093294460642
90003C,15,15,0,0.7272727272727273
22902,15,15,0,0.7184938436070886
22846,15,15,0,0.7315508831986206
44234,15,15,0,0.5360824742268041
22554,15,15,0,0.7473983957579654
20663,15,15,0,0.5250778143167993
21768,15,15,0,0.5192534531621007
22157,15,15,0,0.7549859150134892
22107,15,15,0,0.7260545978702122
90123A,15,15,0,0.6940619278834673
23245,15,15,0,0.7358817052068586
20762,15,15,0,0.9409786355599892
23145,15,15,0,0.7209598747074819
90194,15,30,0,1.0
23204,15,30,0,1.0
21930,15,30,0,1.0
84564,15,30,0,1.0
22894,15,30,0,1.0
20692,15,30,0,1.0
90035A,15,30,0,0.9696887686062247
51008,15,30,0,1.0
84510F,15,30,0,1.0
23192,15,30,0,1.0
37506,15,30,0,1.0
22597,15,30,0,1.0
90182C,15,30,0,1.0
84711A,15,30,0,1.0
84874B,15,30,0,1.0
85162C,15,30,0,1.0
90014C,15,30,0,0.9925868407748986
21824,15,30,0,1.0
84816,15,30,0,1.0
90064B,15,30,0,0.9941850626229383
22274,15,30,0,1.0
47568,15,30,0,1.0
21651,15,30,0,1.0
35265,15,30,0,1.0
90124A,15,30,0,1.0
90065B,15,30,0,1.0
90011A,15,30,0,0.95722287820964
90024D,15,30,0,1.0
47590B,15,30,0,1.0
22361,15,30,0,1.0
23322,15,30,0,1.0
23201,15,30,0,1.0
84906,15,30,0,1.0
84563B,15,30,0,1.0
85135C,15,30,0,0.999638258819116
21471,15,30,0,1.0
85015,15,30,0,0.999847991116114
22745,15,30,0,1.0
20894,15,30,0,1.0
90016B,15,30,0,1.0
16156L,15,30,0,0.9995285150342519
79323S,15,30,0,1.0
85099B,15,30,0,1.0
22487,15,30,0,1.0
